address,latitude,longitude,matched_address,postal_code,api_used
8580904 長崎県佐世保市中里町142-10,33.203942,129.6842,長崎県佐世保市中里町,8580904,HeartRails Geo API
2300048 神奈川県横浜市鶴見区本町通3-165-6,35.501705,139.683143,神奈川県横浜市鶴見区本町通,2300048,HeartRails Geo API
1940035 東京都町田市忠生3-1-12,35.577671,139.418373,東京都町田市忠生,1940035,HeartRails Geo API
2110068 神奈川県川崎市中原区小杉御殿町2-35,35.581873,139.652524,神奈川県川崎市中原区小杉御殿町,2110068,HeartRails Geo API
2540043 神奈川県平塚市紅谷町10-5,35.327739,139.347888,神奈川県平塚市紅谷町,2540043,HeartRails Geo API
1750082 東京都板橋区高島平2-33-1-203,35.788785,139.657957,東京都板橋区高島平,1750082,HeartRails Geo API
6391115 奈良県大和郡山市横田町85-1,34.618626,135.803991,奈良県大和郡山市横田町,6391115,HeartRails Geo API
6310804 奈良県奈良市神功5-1-1,34.721451,135.777443,奈良県奈良市神功,6310804,HeartRails Geo API
3710013 群馬県前橋市西片貝町1-228-1,36.389985,139.094135,群馬県前橋市西片貝町,3710013,HeartRails Geo API
2210841 神奈川県横浜市神奈川区松本町2-13-7,35.476336,139.620774,神奈川県横浜市神奈川区松本町,2210841,HeartRails Geo API
7630066 香川県丸亀市天満町1-12-18,34.284046,133.778854,香川県丸亀市天満町,7630066,HeartRails Geo API
9910003 山形県寒河江市大字西根字上川原225ｰ1,38.384607,140.28115,山形県寒河江市西根,9910003,HeartRails Geo API
6620832 兵庫県西宮市甲風園1-8-1,34.750702,135.356095,兵庫県西宮市甲風園,6620832,HeartRails Geo API
6650033 兵庫県宝塚市伊孑志1-6-34馬殿ﾋﾞﾙ1F,34.800236,135.35133,兵庫県宝塚市伊孑志,6650033,HeartRails Geo API
3620045 埼玉県上尾市向山4-3-25,35.960899,139.579763,埼玉県上尾市向山,3620045,HeartRails Geo API
4418151 愛知県豊橋市曙町字南松原12,34.729273,137.395524,愛知県豊橋市曙町,4418151,HeartRails Geo API
3730034 群馬県太田市藤阿久町749-5,36.28774,139.35762,群馬県太田市藤阿久町,3730034,HeartRails Geo API
8740945 大分県別府市浜町3-25,33.27308,131.508307,大分県別府市浜町,8740945,HeartRails Geo API
1740051 東京都板橋区小豆沢2-17-6,35.777645,139.69881,東京都板橋区小豆沢,1740051,HeartRails Geo API
8070874 福岡県北九州市八幡西区大浦1-11-1,33.871712,130.712697,福岡県北九州市八幡西区大浦,8070874,HeartRails Geo API
8390816 福岡県久留米市山川野口町16-7,33.319502,130.565086,福岡県久留米市山川野口町,8390816,HeartRails Geo API
8690502 熊本県宇城市松橋町松橋896-1,32.652839,130.675711,熊本県宇城市松橋町松橋,8690502,HeartRails Geo API
8892151 宮崎県宮崎市大字熊野315,31.830319,131.436464,宮崎県宮崎市熊野,8892151,HeartRails Geo API
3214361 栃木県真岡市並木町1-14-3,36.443202,139.999433,栃木県真岡市並木町,3214361,HeartRails Geo API
2070022 東京都東大和市桜ｹ丘3-44桜ｹ丘団地内2号棟105号,35.734525,139.422721,東京都東大和市桜が丘,2070022,HeartRails Geo API
8340004 福岡県八女市納楚760-4,33.217778,130.568542,福岡県八女市納楚,8340004,HeartRails Geo API
1340091 東京都江戸川区船堀3-5-7,35.681695,139.866073,東京都江戸川区船堀,1340091,HeartRails Geo API
3703522 群馬県高崎市菅谷町1243-14,36.379796,139.016201,群馬県高崎市菅谷町,3703522,HeartRails Geo API
7580025 山口県萩市大字土原124-1,34.412184,131.407428,山口県萩市土原,7580025,HeartRails Geo API
5810038 大阪府八尾市若林町1-87,34.594661,135.582428,大阪府八尾市若林町,5810038,HeartRails Geo API
8490917 佐賀県佐賀市高木瀬町大字長瀬1224-1,33.293067,130.287721,佐賀県佐賀市高木瀬町長瀬,8490917,HeartRails Geo API
9920011 山形県米沢市中田町405,37.940257,140.123579,山形県米沢市中田町,9920011,HeartRails Geo API
4440071 愛知県岡崎市稲熊町字2-56-1,34.965783,137.178185,愛知県岡崎市稲熊町,4440071,HeartRails Geo API
8797111 大分県豊後大野市三重町赤嶺1975,32.987988,131.592465,大分県豊後大野市三重町赤嶺,8797111,HeartRails Geo API
8320806 福岡県柳川市三橋町柳河585-1,33.176051,130.410985,福岡県柳川市三橋町柳河,8320806,HeartRails Geo API
3730829 群馬県太田市高林北町945-7,36.265236,139.36718,群馬県太田市高林北町,3730829,HeartRails Geo API
4100044 静岡県沼津市五月町4-20,35.114115,138.86519,静岡県沼津市五月町,4100044,HeartRails Geo API
7300851 広島県広島市中区榎町3-1,34.396647,132.444974,広島県広島市中区榎町,7300851,HeartRails Geo API
3040812 茨城県下妻市田下127-7,36.164649,139.965284,茨城県下妻市田下,3040812,HeartRails Geo API
8300073 福岡県久留米市大善寺町宮本342-88,33.27921,130.480736,福岡県久留米市大善寺町宮本,8300073,HeartRails Geo API
9170078 福井県小浜市大手町5-3,35.495048,135.745787,福井県小浜市大手町,9170078,HeartRails Geo API
4703321 愛知県知多郡南知多町大字内海字亥新田119,34.745464,136.882954,愛知県知多郡南知多町内海,4703321,HeartRails Geo API
3211261 栃木県日光市今市1160-7,36.724037,139.702908,栃木県日光市今市,3211261,HeartRails Geo API
4838066 愛知県江南市高屋町西町23,35.348268,136.872574,愛知県江南市高屋町西町,4838066,HeartRails Geo API
0100962 秋田県秋田市八橋大畑1-1-43,39.734809,140.097276,秋田県秋田市八橋大畑,0100962,HeartRails Geo API
7202105 広島県福山市神辺町字十三軒屋150番地2,34.5494371,133.3559731,広島県福山市神辺町十三軒屋,7202105,HeartRails Geo API
1690051 東京都新宿区西早稲田1-9-19,35.71009,139.715708,東京都新宿区西早稲田,1690051,HeartRails Geo API
8900005 鹿児島県鹿児島市下伊敷1-38-5,31.61594,130.536259,鹿児島県鹿児島市下伊敷,8900005,HeartRails Geo API
1740046 東京都板橋区蓮根2-27-14,35.783582,139.676559,東京都板橋区蓮根,1740046,HeartRails Geo API
4413412 愛知県田原市谷熊町森下6,34.672379,137.302095,愛知県田原市谷熊町,4413412,HeartRails Geo API
3700871 群馬県高崎市上豊岡町352-1,36.339936,138.967975,群馬県高崎市上豊岡町,3700871,HeartRails Geo API
3520001 埼玉県新座市東北2-39-8,35.8203493,139.5746343,埼玉県新座市東北,3520001,HeartRails Geo API
4240041 静岡県静岡市清水区高橋5-1-1,35.028846,138.470693,静岡県静岡市清水区高橋,4240041,HeartRails Geo API
9608223 福島県福島市矢倉下5,37.7729301,140.4873237,福島県福島市矢倉下,9608223,HeartRails Geo API
7138102 岡山県倉敷市玉島1-7-3,34.54428,133.677841,岡山県倉敷市玉島,7138102,HeartRails Geo API
7520926 山口県下関市ゆめﾀｳﾝ1-1,34.028996,131.013023,山口県下関市ゆめタウン,7520926,HeartRails Geo API
8800824 宮崎県宮崎市大島町原ﾉ前1445-93,31.938303,131.439148,宮崎県宮崎市大島町,8800824,HeartRails Geo API
5050041 岐阜県美濃加茂市太田町236-2,35.44459,137.012838,岐阜県美濃加茂市太田町,5050041,HeartRails Geo API
3292733 栃木県那須塩原市二区町352-219,36.86221,139.964802,栃木県那須塩原市二区町,3292733,HeartRails Geo API
3701203 群馬県高崎市矢中町318-12,36.31013,139.051542,群馬県高崎市矢中町,3701203,HeartRails Geo API
3001232 茨城県牛久市上柏田2-6-11,35.990223,140.157276,茨城県牛久市上柏田,3001232,HeartRails Geo API
3010015 茨城県竜ヶ崎市長沖町592-1,35.893018,140.159004,茨城県龍ケ崎市長沖町,3010015,HeartRails Geo API
5940082 大阪府和泉市富秋町2-8-16,34.50714,135.433489,大阪府和泉市富秋町,5940082,HeartRails Geo API
0200121 岩手県盛岡市月ｹ丘1-5-11,39.733732,141.108459,岩手県盛岡市月が丘,0200121,HeartRails Geo API
3610045 埼玉県行田市押上町16-1-4,36.118049,139.435633,埼玉県行田市押上町,3610045,HeartRails Geo API
4460044 愛知県安城市百石町2-36-4,34.950878,137.073867,愛知県安城市百石町,4460044,HeartRails Geo API
9500948 新潟県新潟市中央区女池南1-8-5,37.89191,139.049314,新潟県新潟市中央区女池南,9500948,HeartRails Geo API
4413106 愛知県豊橋市中原町字東山85-1,34.724851,137.475005,愛知県豊橋市中原町,4413106,HeartRails Geo API
8115463 長崎県壱岐市芦辺町箱崎中山触2604-2芦辺ﾌｪﾘｰ乗場前,33.810775,129.751442,長崎県壱岐市芦辺町箱崎中山触,8115463,HeartRails Geo API
8040021 福岡県北九州市戸畑区一枝2-2-1,33.883785,130.839483,福岡県北九州市戸畑区一枝,8040021,HeartRails Geo API
8120066 福岡県福岡市東区二又瀬20-15,33.608283,130.439292,福岡県福岡市東区二又瀬,8120066,HeartRails Geo API
4180001 静岡県富士宮市万野原新田3736-1,35.250779,138.622458,静岡県富士宮市万野原新田,4180001,HeartRails Geo API
7310113 広島県広島市安佐南区西原7-17-22,34.439127,132.469947,広島県広島市安佐南区西原,7310113,HeartRails Geo API
5430001 大阪府大阪市天王寺区上本町6-6-23,34.667129,135.519514,大阪府大阪市天王寺区上本町,5430001,HeartRails Geo API
4700202 愛知県みよし市三好丘1-5-1,35.121727,137.111891,愛知県みよし市三好丘,4700202,HeartRails Geo API
8180059 福岡県筑紫野市塔原東5-4-8,33.497794,130.509574,福岡県筑紫野市塔原東,8180059,HeartRails Geo API
8950036 鹿児島県薩摩川内市矢倉町4213-1,31.784055,130.310855,鹿児島県薩摩川内市矢倉町,8950036,HeartRails Geo API
3860015 長野県上田市常入1-11-58,36.392448,138.264545,長野県上田市常入,3860015,HeartRails Geo API
8060065 福岡県北九州市八幡西区養福寺町2-2,33.842036,130.75241,福岡県北九州市八幡西区養福寺町,8060065,HeartRails Geo API
6970017 島根県浜田市原井町1203-1,34.886295,132.067408,島根県浜田市原井町,6970017,HeartRails Geo API
6391007 奈良県大和郡山市南郡山町539-11YKﾋﾞﾙ,34.647865,135.773011,奈良県大和郡山市南郡山町,6391007,HeartRails Geo API
0770028 北海道留萌市花園町4-1,43.936688,141.654398,北海道留萌市花園町,0770028,HeartRails Geo API
5960823 大阪府岸和田市下松町1-13-9,34.456403,135.39749,大阪府岸和田市下松町,5960823,HeartRails Geo API
1600023 東京都新宿区西新宿7-1-8ﾋﾉﾃﾞﾋﾞﾙ1F,35.6913,139.691467,東京都新宿区西新宿,1600023,HeartRails Geo API
5320025 大阪府大阪市淀川区新北野1-2-13,34.715079,135.478373,大阪府大阪市淀川区新北野,5320025,HeartRails Geo API
8100012 福岡県福岡市中央区白金1-21-13,33.578337,130.405077,福岡県福岡市中央区白金,8100012,HeartRails Geo API
7330035 広島県広島市西区南観音7-14-20,34.383417,132.429428,広島県広島市西区南観音,7330035,HeartRails Geo API
3300074 埼玉県さいたま市浦和区北浦和1-2-18,35.875087,139.644798,埼玉県さいたま市浦和区北浦和,3300074,HeartRails Geo API
0880622 北海道釧路郡釧路町木場1-11-4,43.00653,144.409402,北海道釧路郡釧路町木場,0880622,HeartRails Geo API
9550083 新潟県三条市荒町2-386-1,37.637883,138.951478,新潟県三条市荒町,9550083,HeartRails Geo API
4970044 愛知県海部郡蟹江町蟹江新田字八反割34-1,35.123562,136.77322,愛知県海部郡蟹江町蟹江新田,4970044,HeartRails Geo API
1700013 東京都豊島区東池袋1-32-5,35.729463,139.720451,東京都豊島区東池袋,1700013,HeartRails Geo API
6830845 鳥取県米子市旗ｹ崎7-10-23,35.443402,133.310036,鳥取県米子市旗ヶ崎,6830845,HeartRails Geo API
8120015 福岡県福岡市博多区山王2-6-26,33.581245,130.434059,福岡県福岡市博多区山王,8120015,HeartRails Geo API
8070801 福岡県北九州市八幡西区本城5-1-6,33.882813,130.73128,福岡県北九州市八幡西区本城,8070801,HeartRails Geo API
3990014 長野県松本市平田東1-30-1,36.196424,137.967063,長野県松本市平田東,3990014,HeartRails Geo API
3810038 長野県長野市大字東和田436-1,36.655246,138.226342,長野県長野市東和田,3810038,HeartRails Geo API
1660012 東京都杉並区和田3-56-12,35.692017,139.659869,東京都杉並区和田,1660012,HeartRails Geo API
8760843 大分県佐伯市中の島1-7-50,32.95363,131.901183,大分県佐伯市中の島,8760843,HeartRails Geo API
4400837 愛知県豊橋市三ﾉ輪町字本興寺25-1,34.7497635,137.4099191,愛知県豊橋市三ノ輪町本興寺,4400837,HeartRails Geo API
3050042 茨城県つくば市下広岡1055-608,36.061769,140.160035,茨城県つくば市下広岡,3050042,HeartRails Geo API
5450011 大阪府大阪市阿倍野区昭和町2-18-1有馬ﾊﾟﾚｽ阿倍野,34.6284,135.517553,大阪府大阪市阿倍野区昭和町,5450011,HeartRails Geo API
6892301 鳥取県東伯郡琴浦町大字八橋369,35.495337,133.667174,鳥取県東伯郡琴浦町八橋,6892301,HeartRails Geo API
0392112 青森県上北郡おいらせ町中野平40-1,40.607718,141.418867,青森県上北郡おいらせ町中野平,0392112,HeartRails Geo API
7440076 山口県下松市せせらぎ町3-3-20,34.016185,131.859423,山口県下松市せせらぎ町,7440076,HeartRails Geo API
9608164 福島県福島市八木田字中島72-1,37.751135,140.445594,福島県福島市八木田,9608164,HeartRails Geo API
3760101 群馬県みどり市大間々町大間々26-4,36.433965,139.281719,群馬県みどり市大間々町大間々,3760101,HeartRails Geo API
5640051 大阪府吹田市豊津町14-31,34.759882,135.49286,大阪府吹田市豊津町,5640051,HeartRails Geo API
5008227 岐阜県岐阜市北一色4-12-27,35.414371,136.790482,岐阜県岐阜市北一色,5008227,HeartRails Geo API
8100034 福岡県福岡市中央区笹丘1-12-19,33.565458,130.380944,福岡県福岡市中央区笹丘,8100034,HeartRails Geo API
8512102 長崎県西彼杵郡時津町浜田郷149-1,32.832976,129.855879,長崎県西彼杵郡時津町浜田郷,8512102,HeartRails Geo API
1710021 東京都豊島区西池袋1-4-6,35.729677,139.704246,東京都豊島区西池袋,1710021,HeartRails Geo API
5610841 大阪府豊中市名神口1-1-1,34.752019,135.463129,大阪府豊中市名神口,5610841,HeartRails Geo API
8820047 宮崎県延岡市紺屋町2-2-1,32.584485,131.671481,宮崎県延岡市紺屋町,8820047,HeartRails Geo API
9200022 石川県金沢市北安江4-12-20,36.585291,136.64773,石川県金沢市北安江,9200022,HeartRails Geo API
4550804 愛知県名古屋市港区当知2-1503,35.110942,136.845517,愛知県名古屋市港区当知,4550804,HeartRails Geo API
3560052 埼玉県ふじみ野市苗間1-10-33,35.859073,139.52677,埼玉県ふじみ野市苗間,3560052,HeartRails Geo API
3292922 栃木県那須塩原市湯本塩原字前黒ﾊﾝﾀｰﾏｳﾝﾃﾝ塩原,36.961064,139.767755,栃木県那須塩原市湯本塩原,3292922,HeartRails Geo API
0380022 青森県青森市大字浪館字前田4-10-36,40.808254,140.712871,青森県青森市浪館,0380022,HeartRails Geo API
4620064 愛知県名古屋市北区大我麻町76-3,35.233833,136.908809,愛知県名古屋市北区大我麻町,4620064,HeartRails Geo API
8618039 熊本県熊本市東区長嶺南4-2-10,32.811251,130.774012,熊本県熊本市東区長嶺南,8618039,HeartRails Geo API
8220007 福岡県直方市大字下境868-1,33.730516,130.738617,福岡県直方市下境,8220007,HeartRails Geo API
9011104 沖縄県島尻郡南風原町字宮平254,26.198181,127.734104,沖縄県島尻郡南風原町宮平,9011104,HeartRails Geo API
3720834 群馬県伊勢崎市堀口町925-1,36.289331,139.184985,群馬県伊勢崎市堀口町,3720834,HeartRails Geo API
6840045 鳥取県境港市高松町1384-12,35.516342,133.243312,鳥取県境港市高松町,6840045,HeartRails Geo API
3000013 茨城県土浦市神立町666-4,36.11015,140.230188,茨城県土浦市神立町,3000013,HeartRails Geo API
8528016 長崎県長崎市宝栄町3-12,32.769865,129.858069,長崎県長崎市宝栄町,8528016,HeartRails Geo API
